Image ID,Observation Date,MJD,Filter,Detection ID,Distance [arcsec],RA [deg],DEC [deg],Mag_Opt,Magerr_Opt,Flux [μJy],Fluxerr [μJy],Zero-point stdev,flags,flags_mask,class_star,number,x_pos,y_pos,xvar_pos,yvar_pos,xycov_pos,elongation,fwhm,background,mag_aper_r0.66xfwhm,mag_aper_r1.5xfwhm,mag_aper_r5xfwhm,magerr_aper_r0.66xfwhm,magerr_aper_r1.5xfwhm,magerr_aper_r5xfwhm,e_flux_opt,e_fluxerr_opt
18283,2019-11-27 23:47:35.075000,58814.99138,i,1247707047,0.0240,53.61597,-27.20623,15.222,0.0087,2959.177,23.735,0.0144,0,0,0.982,1370,9299.565,2123.466,6.176e-04,6.148e-04,-4.135e-06,1.043,6.817,0.063,15.736,15.291,15.208,0.0076,0.0095,0.0266,577.181,4.629
19608,2019-11-27 23:49:12.487000,58814.99251,u,1253678347,0.0734,53.61598,-27.20624,15.995,0.0200,1452.790,26.730,0.0402,0,0,0.942,670,9299.167,2123.397,4.399e-03,4.447e-03,1.636e-06,1.013,8.397,0.506,16.520,16.080,16.183,0.0183,0.0253,0.0890,184.981,3.404
18869,2019-11-27 23:50:49.259000,58814.99363,q,1250277934,0.0405,53.61598,-27.20622,15.309,0.0040,2730.782,10.006,0.0185,0,0,0.982,1777,9299.232,2130.502,1.288e-04,1.265e-04,-2.264e-06,1.075,6.741,0.374,15.906,15.387,15.332,0.0034,0.0035,0.0086,1932.572,7.081
18284,2019-11-27 23:52:22.854000,58814.99471,i,1247712719,0.0365,53.61598,-27.20621,15.257,0.0094,2865.312,24.734,0.0189,0,0,0.980,1257,9299.045,2132.991,8.788e-04,8.724e-04,-9.525e-07,1.027,7.085,0.655,15.842,15.349,15.291,0.0084,0.0103,0.0301,558.031,4.817
19609,2019-11-27 23:53:57.955000,58814.99581,u,1253679725,0.0638,53.61598,-27.20621,16.040,0.0198,1393.261,25.364,0.0465,0,0,0.955,714,9297.701,2126.955,3.651e-03,3.685e-03,1.132e-05,1.090,7.824,0.777,16.570,16.121,16.385,0.0180,0.0245,0.0992,175.512,3.195
18870,2019-11-27 23:55:34.064000,58814.99692,q,1250285201,0.0214,53.61598,-27.20622,15.312,0.0040,2724.888,9.919,0.0170,0,0,0.983,1744,9298.230,2132.285,1.327e-04,1.506e-04,-1.964e-06,1.206,7.932,-0.604,15.760,15.355,15.309,0.0033,0.0037,0.0097,1933.309,7.038
18285,2019-11-27 23:57:08.015000,58814.99801,i,1247718070,0.0338,53.61598,-27.20622,15.234,0.0089,2926.797,24.014,0.0149,0,0,0.980,1325,9297.849,2135.883,6.872e-04,7.013e-04,-1.890e-06,1.082,6.849,-0.040,15.795,15.313,15.251,0.0079,0.0097,0.0277,571.677,4.691
19610,2019-11-27 23:58:44.378000,58814.99912,u,1253681117,0.0517,53.61596,-27.20621,15.973,0.0146,1482.494,19.906,0.0560,0,0,0.968,758,9225.258,2043.157,4.787e-03,4.885e-03,-2.910e-05,1.107,8.353,-0.128,16.461,15.994,15.971,0.0177,0.0237,0.0742,187.103,2.512
18871,2019-11-28 00:00:21.004000,58815.00024,q,1250292649,0.0453,53.61599,-27.20622,15.322,0.0037,2698.559,9.180,0.0179,0,0,0.982,1772,9225.032,2042.478,1.173e-04,1.184e-04,-9.065e-07,1.036,6.662,-0.166,15.875,15.381,15.315,0.0034,0.0034,0.0084,1901.605,6.469
18286,2019-11-28 00:01:55.288000,58815.00133,i,1247723613,0.0990,53.61596,-27.20619,15.209,0.0078,2994.772,21.597,0.0162,0,0,0.981,1270,9224.880,2049.509,7.485e-04,7.339e-04,-1.018e-05,1.082,6.868,-0.468,15.797,15.293,15.200,0.0080,0.0095,0.0265,581.309,4.192
19611,2019-11-28 00:03:31.593000,58815.00245,u,1253682429,0.1007,53.61596,-27.20625,16.037,0.0223,1396.484,28.695,0.0448,0,0,0.881,653,9295.065,2111.712,6.608e-03,6.623e-03,-2.349e-05,1.085,10.202,0.487,16.585,16.144,16.682,0.0207,0.0291,0.1537,174.915,3.594
18872,2019-11-28 00:05:06.793000,58815.00355,q,1250300471,0.0190,53.61597,-27.20622,15.322,0.0039,2698.864,9.638,0.0173,0,0,0.983,2009,9295.357,2108.959,9.001e-05,8.770e-05,-5.703e-07,1.015,5.808,0.177,15.884,15.388,15.324,0.0033,0.0033,0.0078,1898.483,6.780
18287,2019-11-28 00:06:41.022000,58815.00464,i,1247729098,0.0711,53.61595,-27.20621,15.232,0.0088,2933.550,23.908,0.0165,0,0,0.983,1314,9295.170,2116.495,6.989e-04,7.441e-04,-9.167e-06,1.215,7.557,0.147,15.684,15.289,15.278,0.0078,0.0104,0.0317,572.516,4.666
19612,2019-11-28 00:08:17.891000,58815.00576,u,1253683716,0.0575,53.61596,-27.20621,16.036,0.0192,1398.357,24.767,0.0420,0,0,0.972,650,9375.456,2036.763,2.996e-03,2.983e-03,-3.175e-06,1.079,7.897,0.659,16.548,16.115,16.246,0.0173,0.0236,0.0845,174.336,3.088
18873,2019-11-28 00:09:53.063000,58815.00686,q,1250308490,0.0558,53.61599,-27.20622,15.326,0.0040,2689.605,9.877,0.0195,0,0,0.982,1733,9375.371,2037.206,1.248e-04,1.251e-04,-1.382e-06,1.017,6.766,0.308,15.905,15.393,15.332,0.0034,0.0035,0.0086,1889.497,6.938
18288,2019-11-28 00:11:28.112000,58815.00796,i,1247734762,0.0143,53.61597,-27.20622,15.278,0.0090,2810.580,23.241,0.0161,0,0,0.982,1376,9375.232,2038.744,6.846e-04,7.021e-04,-1.482e-06,1.094,6.803,-0.263,15.768,15.322,15.252,0.0079,0.0100,0.0285,547.676,4.529
19613,2019-11-28 00:13:02.551000,58815.00906,u,1253685930,0.0653,53.61595,-27.20622,16.022,0.0209,1416.094,27.317,0.0460,0,0,0.963,813,9301.799,2030.203,5.063e-03,5.182e-03,1.458e-05,1.233,8.949,0.791,16.491,16.107,16.491,0.0192,0.0281,0.1289,176.046,3.396
18874,2019-11-28 00:14:36.941000,58815.01015,q,1250316310,0.0546,53.61599,-27.20622,15.334,0.0039,2669.488,9.529,0.0174,0,0,0.984,2019,9301.807,2032.149,8.134e-05,8.032e-05,-1.217e-06,1.054,5.646,-0.187,15.887,15.400,15.350,0.0033,0.0033,0.0077,1867.173,6.665
18289,2019-11-28 00:16:10.601000,58815.01123,i,1247740507,0.0183,53.61597,-27.20622,15.254,0.0091,2873.248,23.998,0.0168,0,0,0.980,1314,9300.607,2030.285,7.293e-04,7.193e-04,-6.402e-06,1.067,6.816,0.007,15.814,15.326,15.282,0.0081,0.0098,0.0288,557.886,4.660
19614,2019-11-28 00:17:47.091000,58815.01235,u,1253687259,0.2323,53.61604,-27.20619,16.047,0.0219,1384.072,27.948,0.0472,0,0,0.951,654,9300.699,2035.899,6.802e-03,7.017e-03,-1.634e-05,1.276,11.596,-0.135,16.432,16.043,16.113,0.0201,0.0297,0.1024,170.359,3.440
18875,2019-11-28 00:19:22.891000,58815.01346,q,1250324721,0.0349,53.61596,-27.20621,15.352,0.0040,2624.834,9.672,0.0175,0,0,0.982,1871,9300.548,2046.781,1.115e-04,1.082e-04,-2.274e-06,1.060,6.359,0.369,15.932,15.418,15.388,0.0034,0.0034,0.0086,1834.830,6.761
18290,2019-11-28 00:21:00.871000,58815.01459,i,1247746127,0.0524,53.61598,-27.20621,15.259,0.0091,2861.197,24.084,0.0145,0,0,0.981,1272,9300.066,2049.587,7.221e-04,7.164e-04,-8.658e-07,1.028,6.626,0.117,15.835,15.342,15.289,0.0082,0.0099,0.0287,555.047,4.672
19615,2019-11-28 00:22:38.416000,58815.01572,u,1253688576,0.0483,53.61597,-27.20621,16.064,0.0151,1362.974,18.894,0.0421,0,0,0.971,592,9220.049,2021.094,3.636e-03,3.652e-03,-1.334e-05,1.048,6.919,0.445,16.576,16.163,16.388,0.0184,0.0257,0.1007,167.229,2.318
18876,2019-11-28 00:24:13.515000,58815.01682,q,1250332517,0.0286,53.61598,-27.20622,15.353,0.0038,2622.161,9.137,0.0179,0,0,0.983,1647,9220.553,2026.046,1.393e-04,1.521e-04,-1.367e-06,1.146,7.589,-0.593,15.822,15.397,15.348,0.0034,0.0038,0.0098,1843.221,6.423
18291,2019-11-28 00:25:48.449000,58815.01792,i,1247751741,0.0644,53.61598,-27.20620,15.258,0.0079,2863.319,20.778,0.0162,0,0,0.982,1265,9220.219,2030.720,6.685e-04,6.811e-04,-9.077e-06,1.126,6.727,-0.173,15.772,15.314,15.265,0.0078,0.0097,0.0282,556.107,4.035
19616,2019-11-28 00:27:25.999000,58815.01905,u,1253689957,0.0160,53.61597,-27.20622,16.081,0.0214,1341.066,26.390,0.0500,0,0,0.952,694,9291.000,2117.497,5.004e-03,5.068e-03,1.041e-05,1.087,8.171,0.112,16.551,16.118,16.150,0.0196,0.0273,0.0905,164.425,3.236
18877,2019-11-28 00:29:00.070000,58815.02014,q,1250339915,0.0500,53.61597,-27.20623,15.351,0.0041,2629.042,9.851,0.0174,0,0,0.982,1832,9291.442,2114.860,1.287e-04,1.262e-04,-1.201e-06,1.030,6.540,-0.807,15.953,15.423,15.343,0.0035,0.0035,0.0086,1840.959,6.898
18292,2019-11-28 00:30:35.978000,58815.02125,i,1247757593,0.0108,53.61597,-27.20622,15.259,0.0087,2861.380,23.009,0.0150,0,0,0.982,1428,9291.780,2121.739,5.253e-04,5.183e-04,-7.209e-06,1.068,6.061,0.355,15.807,15.336,15.287,0.0077,0.0093,0.0266,553.973,4.455
19617,2019-11-28 00:32:12.819000,58815.02237,u,1253691294,0.0493,53.61597,-27.20621,16.081,0.0211,1341.731,26.018,0.0434,0,0,0.963,677,9290.610,2124.304,4.178e-03,4.164e-03,-1.251e-05,1.053,7.839,0.039,16.587,16.149,16.148,0.0191,0.0264,0.0842,164.581,3.192
18878,2019-11-28 00:33:48.849000,58815.02348,q,1250347467,0.0234,53.61598,-27.20623,15.372,0.0041,2578.822,9.659,0.0181,0,0,0.983,1866,9291.557,2120.290,1.189e-04,1.208e-04,-1.694e-06,1.072,6.603,-0.991,15.911,15.432,15.350,0.0035,0.0036,0.0088,1806.018,6.765
18293,2019-11-28 00:35:23.068000,58815.02457,i,1247763467,0.0442,53.61598,-27.20621,15.262,0.0091,2851.917,23.921,0.0159,0,0,0.979,1294,9291.323,2123.311,7.264e-04,7.303e-04,-6.135e-06,1.032,6.918,0.741,15.805,15.334,15.425,0.0081,0.0101,0.0334,552.396,4.633
19618,2019-11-28 00:36:58.878000,58815.02568,u,1253692680,0.0623,53.61596,-27.20621,16.119,0.0214,1294.878,25.485,0.0415,0,0,0.941,679,9290.408,2128.343,4.340e-03,4.372e-03,-2.548e-05,1.112,7.665,-0.459,16.630,16.208,15.960,0.0194,0.0271,0.0691,156.741,3.085
18879,2019-11-28 00:38:35.578000,58815.02680,q,1250355114,0.0713,53.61598,-27.20620,15.376,0.0041,2568.697,9.755,0.0174,0,0,0.983,1779,9290.737,2131.732,1.356e-04,1.386e-04,-1.604e-06,1.063,6.886,-0.917,15.924,15.433,15.364,0.0035,0.0037,0.0092,1797.550,6.826
18294,2019-11-28 00:40:09.558000,58815.02789,i,1247769089,0.0268,53.61598,-27.20622,15.254,0.0090,2874.504,23.883,0.0164,0,0,0.979,1347,9290.716,2128.343,6.824e-04,6.667e-04,-6.703e-06,1.077,6.550,0.057,15.809,15.325,15.242,0.0080,0.0098,0.0275,554.174,4.604
19619,2019-11-28 00:41:47.643000,58815.02902,u,1253694012,0.0903,53.61595,-27.20621,16.092,0.0162,1328.054,19.780,0.0454,0,0,0.949,591,9217.773,2047.939,6.768e-03,6.917e-03,-3.233e-05,1.139,8.783,-0.609,16.565,16.095,15.874,0.0205,0.0278,0.0732,160.254,2.387
18880,2019-11-28 00:43:22.827000,58815.03013,q,1250362531,0.0319,53.61598,-27.20622,15.385,0.0038,2546.904,9.031,0.0163,0,0,0.983,1757,9218.544,2053.170,1.277e-04,1.256e-04,-9.554e-07,1.041,6.603,0.193,15.943,15.445,15.389,0.0035,0.0036,0.0091,1776.149,6.298
18295,2019-11-28 00:44:59.271000,58815.03124,i,1247774689,0.0406,53.61596,-27.20621,15.274,0.0081,2820.041,21.111,0.0162,0,0,0.980,1269,9217.646,2050.206,7.206e-04,7.113e-04,-6.425e-06,1.062,6.572,-0.004,15.836,15.345,15.268,0.0082,0.0099,0.0280,545.833,4.086
19620,2019-11-28 00:46:36.119000,58815.03236,u,1253695299,0.0342,53.61597,-27.20623,16.156,0.0244,1251.667,28.075,0.0449,0,0,0.770,687,9289.541,2104.287,7.216e-03,7.274e-03,-2.092e-05,1.088,10.121,1.212,16.678,16.244,17.254,0.0228,0.0322,0.2638,150.254,3.370
18881,2019-11-28 00:48:10.737000,58815.03346,q,1250370178,0.0282,53.61598,-27.20622,15.390,0.0041,2535.170,9.592,0.0175,0,0,0.983,1876,9289.394,2111.805,1.164e-04,1.124e-04,-1.928e-06,1.064,6.338,-0.068,15.957,15.455,15.402,0.0035,0.0036,0.0089,1765.122,6.678
18296,2019-11-28 00:49:47.376000,58815.03458,i,1247780318,0.0222,53.61597,-27.20621,15.265,0.0093,2843.737,24.456,0.0155,0,0,0.976,1293,9290.275,2115.352,7.462e-04,7.424e-04,-1.009e-05,1.080,6.563,0.618,15.867,15.362,15.379,0.0085,0.0102,0.0316,546.257,4.698
19621,2019-11-28 00:51:20.460000,58815.03565,u,1253696599,0.0938,53.61595,-27.20624,16.139,0.0232,1271.325,27.159,0.0470,0,0,0.946,641,9288.746,2109.441,5.621e-03,5.599e-03,9.877e-06,1.030,7.680,0.143,16.671,16.237,16.454,0.0214,0.0300,0.1179,151.527,3.237
18882,2019-11-28 00:52:55.965000,58815.03676,q,1250377843,0.0335,53.61598,-27.20623,15.398,0.0042,2517.047,9.639,0.0177,0,0,0.983,1863,9289.874,2114.710,1.227e-04,1.318e-04,-1.983e-06,1.148,6.760,0.197,15.919,15.454,15.416,0.0035,0.0038,0.0097,1745.779,6.685
18297,2019-11-28 00:54:26.614000,58815.03781,i,1247785803,0.0108,53.61597,-27.20622,15.266,0.0092,2841.362,24.116,0.0166,0,0,0.980,1307,9289.816,2120.419,7.227e-04,7.432e-04,-7.418e-06,1.134,6.994,0.784,15.761,15.335,15.408,0.0082,0.0106,0.0348,545.891,4.633
19622,2019-11-28 00:56:03.029000,58815.03892,u,1253697939,0.0490,53.61598,-27.20621,16.116,0.0224,1298.456,26.772,0.0408,0,0,0.945,675,9288.765,2119.686,4.958e-03,5.033e-03,-3.090e-05,1.219,8.148,0.126,16.620,16.214,16.198,0.0205,0.0294,0.0931,153.908,3.173
18883,2019-11-28 00:57:38.816000,58815.04003,q,1250385349,0.0261,53.61597,-27.20621,15.397,0.0042,2518.905,9.846,0.0186,2,0,0.983,1715,9289.469,2118.257,1.450e-04,1.493e-04,-2.208e-06,1.097,6.807,0.066,15.960,15.464,15.414,0.0037,0.0039,0.0099,1744.167,6.818
18298,2019-11-28 00:59:12.695000,58815.04112,i,1247791206,0.0206,53.61597,-27.20621,15.282,0.0097,2800.046,25.051,0.0161,0,0,0.978,1188,9289.640,2126.423,9.475e-04,9.726e-04,-4.192e-06,1.068,7.182,-0.119,15.834,15.350,15.324,0.0088,0.0111,0.0335,539.229,4.824
19623,2019-11-28 01:00:48.714000,58815.04223,u,1253699230,0.0465,53.61596,-27.20623,16.373,0.0248,1024.892,23.406,0.1394,0,0,0.851,589,9215.952,2052.816,1.494e-02,1.511e-02,-3.658e-07,1.166,8.004,0.273,16.859,16.431,16.143,0.0341,0.0496,0.1241,85.945,1.963
19624,2019-11-28 01:05:32.243000,58815.04551,u,1253700416,0.0475,53.61599,-27.20622,16.394,0.0369,1006.002,34.185,0.1451,0,0,0.855,683,9286.445,2104.818,1.815e-02,1.828e-02,2.491e-05,1.204,9.121,-0.042,16.903,16.443,16.559,0.0345,0.0488,0.1770,87.663,2.979
19625,2019-11-28 01:10:14.132000,58815.04877,u,1253701606,0.1590,53.61596,-27.20627,16.406,0.0396,994.897,36.285,0.1299,0,0,0.616,645,9286.611,2106.884,2.485e-02,2.523e-02,8.665e-05,1.208,11.317,0.006,16.853,16.443,16.793,0.0385,0.0577,0.2611,87.628,3.196
18301,2019-11-28 01:13:25.003000,58815.05098,i,1247796223,0.0664,53.61595,-27.20623,15.453,0.0125,2393.383,27.507,0.0982,0,0,0.982,1075,9287.300,2113.282,1.391e-03,1.473e-03,1.020e-06,1.188,6.979,-0.399,15.952,15.528,15.498,0.0115,0.0156,0.0479,360.319,4.141
19626,2019-11-28 01:15:02.272000,58815.05211,u,1253702775,0.1844,53.61602,-27.20620,16.443,0.0370,960.948,32.748,0.1164,2,0,0.848,679,9287.198,2108.061,1.545e-02,1.554e-02,8.620e-05,1.076,9.119,-0.140,16.972,16.529,16.742,0.0353,0.0506,0.2008,88.306,3.009
18887,2019-11-28 01:16:38.637000,58815.05322,q,1250392484,0.0285,53.61597,-27.20623,15.558,0.0052,2172.150,10.434,0.0936,0,0,0.982,1688,9287.389,2117.307,1.757e-04,1.801e-04,2.443e-06,1.073,5.982,-0.321,16.143,15.636,15.559,0.0045,0.0048,0.0121,1190.229,5.717
18302,2019-11-28 01:18:12.972000,58815.05432,i,1247801162,0.0252,53.61596,-27.20622,15.432,0.0118,2439.260,26.579,0.0903,0,0,0.976,1115,9287.522,2122.739,1.226e-03,1.245e-03,1.304e-05,1.043,6.138,-0.149,16.017,15.504,15.420,0.0109,0.0135,0.0389,383.626,4.180
19629,2019-11-28 01:29:24.241000,58815.06209,u,1253704001,0.1836,53.61599,-27.20617,16.075,0.0291,1348.484,36.108,0.1464,0,0,0.891,576,9367.040,2044.579,1.216e-02,1.217e-02,-1.008e-05,1.060,9.085,-0.207,16.616,16.071,15.762,0.0273,0.0353,0.0862,118.575,3.175
19636,2019-11-28 02:02:48.296000,58815.08528,u,1253705141,0.0652,53.61598,-27.20621,16.285,0.0218,1111.536,22.311,0.0532,0,0,0.916,561,9209.433,2031.021,1.052e-02,1.054e-02,-2.703e-05,1.102,7.475,0.683,16.815,16.384,16.965,0.0289,0.0416,0.2307,110.824,2.225
18897,2019-11-28 02:04:22.599000,58815.08637,q,1250399511,0.0783,53.61600,-27.20623,15.488,0.0045,2315.812,9.664,0.0202,0,0,0.981,1435,9209.696,2037.467,1.962e-04,1.973e-04,-1.038e-06,1.035,6.699,-0.533,16.056,15.547,15.460,0.0043,0.0047,0.0123,1501.663,6.266
18312,2019-11-28 02:05:58.824000,58815.08749,i,1247806203,0.0177,53.61598,-27.20622,15.355,0.0096,2617.777,23.031,0.0176,0,0,0.982,1126,9210.466,2032.447,9.950e-04,9.946e-04,-5.902e-06,1.077,6.429,0.626,15.894,15.433,15.400,0.0097,0.0125,0.0380,486.173,4.277
19637,2019-11-28 02:07:33.904000,58815.08859,u,1253706382,0.0628,53.61599,-27.20621,16.276,0.0341,1121.089,35.223,0.0496,2,0,0.747,579,9280.187,2081.040,2.133e-02,2.146e-02,-1.288e-08,1.181,11.637,-0.058,16.781,16.286,16.548,0.0333,0.0458,0.1907,110.145,3.461
18898,2019-11-28 02:09:10.949000,58815.08971,q,1250405799,0.0150,53.61598,-27.20622,15.497,0.0052,2297.811,10.916,0.0210,0,0,0.982,1244,9280.753,2089.011,2.580e-04,2.658e-04,-2.477e-06,1.109,7.022,-0.675,16.032,15.552,15.491,0.0046,0.0055,0.0155,1488.811,7.073
18313,2019-11-28 02:10:45.554000,58815.09081,i,1247811200,0.0181,53.61597,-27.20622,15.312,0.0105,2724.050,26.354,0.0158,0,0,0.982,1125,9281.057,2090.815,9.459e-04,9.656e-04,-6.073e-06,1.191,6.619,-0.265,15.797,15.385,15.284,0.0096,0.0131,0.0376,504.840,4.884
19638,2019-11-28 02:12:21.918000,58815.09192,u,1253707501,0.1268,53.61598,-27.20626,16.244,0.0302,1154.090,32.131,0.0481,0,0,0.937,523,9279.402,2084.408,9.115e-03,9.213e-03,2.231e-05,1.137,7.784,-1.042,16.720,16.282,15.992,0.0285,0.0407,0.1016,111.967,3.117
18899,2019-11-28 02:13:55.803000,58815.09301,q,1250411315,0.0386,53.61598,-27.20623,15.510,0.0054,2269.085,11.231,0.0213,0,0,0.983,1162,9280.506,2094.510,2.251e-04,2.345e-04,-3.365e-06,1.177,6.368,-1.432,16.030,15.568,15.478,0.0048,0.0060,0.0168,1464.085,7.246
18314,2019-11-28 02:15:31.512000,58815.09411,i,1247816220,0.0108,53.61597,-27.20622,15.348,0.0108,2635.866,26.316,0.0157,0,0,0.980,1179,9280.858,2100.466,8.173e-04,8.267e-04,-7.465e-06,1.103,5.856,0.474,15.907,15.442,15.407,0.0101,0.0132,0.0403,486.891,4.861
19639,2019-11-28 02:17:06.861000,58815.09522,u,1253708680,0.0231,53.61598,-27.20622,16.383,0.0343,1015.866,32.125,0.0486,0,0,0.928,465,9279.167,2092.875,7.556e-03,7.534e-03,-1.399e-05,1.141,6.123,-0.481,16.922,16.536,16.614,0.0331,0.0500,0.1752,95.075,3.007
18900,2019-11-28 02:18:40.373000,58815.09630,q,1250416656,0.0966,53.61600,-27.20622,15.504,0.0062,2282.952,12.937,0.0215,0,0,0.983,1012,9280.151,2096.478,3.555e-04,3.704e-04,5.030e-09,1.187,6.570,0.010,15.969,15.551,15.485,0.0058,0.0080,0.0240,1465.169,8.303
18315,2019-11-28 02:20:15.402000,58815.09740,i,1247821502,0.0095,53.61597,-27.20622,15.347,0.0127,2638.504,30.898,0.0164,0,0,0.981,885,9280.314,2104.646,1.329e-03,1.323e-03,-1.039e-05,1.079,5.830,-1.327,15.909,15.426,15.298,0.0124,0.0166,0.0476,485.913,5.690
19640,2019-11-28 02:21:51.627000,58815.09851,u,1253709848,0.1259,53.61600,-27.20625,16.321,0.0353,1075.701,35.006,0.0462,0,0,0.761,354,9206.377,2036.227,2.190e-02,2.202e-02,7.412e-06,1.133,8.373,-0.552,16.774,16.288,15.981,0.0421,0.0594,0.1474,99.372,3.234
18901,2019-11-28 02:23:25.242000,58815.09960,q,1250421023,0.0432,53.61598,-27.20622,15.510,0.0069,2270.680,14.458,0.0216,0,0,0.981,832,9207.081,2032.533,4.031e-04,4.085e-04,-9.562e-07,1.132,5.601,0.417,16.049,15.565,15.524,0.0070,0.0095,0.0293,1441.532,9.179
18316,2019-11-28 02:25:01.161000,58815.10071,i,1247825489,0.0676,53.61595,-27.20622,15.361,0.0157,2603.671,37.556,0.0166,0,0,0.977,712,9207.389,2038.437,2.481e-03,2.504e-03,-4.478e-06,1.171,6.557,-0.331,15.813,15.424,15.365,0.0167,0.0254,0.0791,478.582,6.903
19641,2019-11-28 02:26:35.406000,58815.10180,u,1253710902,0.1133,53.61594,-27.20624,16.287,0.0492,1109.890,50.245,0.0572,0,0,0.654,326,9276.940,2092.154,3.070e-02,3.080e-02,1.198e-05,1.132,10.541,0.259,16.717,16.274,16.720,0.0520,0.0773,0.3855,99.886,4.522
18902,2019-11-28 02:28:09.611000,58815.10289,q,1250424823,0.0628,53.61599,-27.20623,15.526,0.0109,2236.348,22.363,0.0248,0,0,0.979,615,9277.749,2093.264,1.772e-03,1.783e-03,-5.586e-06,1.195,7.114,-3.064,16.013,15.574,15.354,0.0118,0.0174,0.0468,1409.423,14.094
18317,2019-11-28 02:29:43.809000,58815.10398,i,1247828750,0.0275,53.61598,-27.20622,15.397,0.0243,2518.866,56.408,0.0170,0,0,0.836,601,9277.829,2088.148,7.724e-03,7.713e-03,-5.217e-06,1.106,6.910,-0.765,15.983,15.463,15.424,0.0266,0.0369,0.1178,458.609,10.270
19642,2019-11-30 20:32:04.436000,58817.85561,u,1253711924,0.1237,53.61597,-27.20619,15.732,0.0206,1850.572,35.065,0.1114,0,0,0.976,545,9376.441,2018.105,3.567e-03,3.523e-03,-2.027e-05,1.188,7.660,0.679,16.208,15.816,15.960,0.0184,0.0261,0.0951,156.918,2.973
18903,2019-11-30 20:33:39.237000,58817.85670,q,1250428199,0.0309,53.61596,-27.20622,15.119,0.0042,3253.317,12.551,0.1005,0,0,0.984,1302,9375.164,2025.382,1.621e-04,1.846e-04,-7.444e-06,1.314,8.756,0.234,15.489,15.152,15.122,0.0035,0.0043,0.0118,1782.665,6.878
18318,2019-11-30 20:35:11.866000,58817.85778,i,1247831885,0.0364,53.61596,-27.20621,15.156,0.0091,3144.365,26.394,0.0627,0,0,0.983,1139,9374.341,2030.133,5.724e-04,5.577e-04,-8.458e-06,1.087,6.306,0.321,15.633,15.224,15.210,0.0079,0.0101,0.0303,519.957,4.365
19643,2019-12-05 20:15:49.580000,58822.84432,u,1253713213,0.0399,53.61596,-27.20622,16.447,0.0243,957.471,21.450,0.1094,0,0,0.978,638,9348.674,2029.859,3.406e-03,3.449e-03,-3.370e-05,1.103,5.632,0.471,16.932,16.528,16.490,0.0219,0.0312,0.0964,122.571,2.746
18904,2019-12-05 20:17:21.611000,58822.84539,q,1250434420,0.0358,53.61597,-27.20621,15.661,0.0049,1975.393,8.869,0.0629,0,0,0.983,1511,9348.138,2027.867,1.090e-04,1.158e-04,-7.377e-07,1.110,5.148,1.304,16.174,15.709,15.628,0.0042,0.0048,0.0125,1417.028,6.362
18319,2019-12-05 20:18:57.415000,58822.84650,i,1247837583,0.0560,53.61595,-27.20623,15.487,0.0095,2319.158,20.288,0.0362,0,0,0.983,1465,9346.805,2028.581,4.378e-04,4.530e-04,-1.181e-05,1.201,5.284,0.105,15.972,15.559,15.476,0.0083,0.0104,0.0292,457.647,4.003
18905,2019-12-30 18:37:36.605000,58847.77612,q,1250441191,0.0523,53.61596,-27.20623,15.605,0.0095,2078.998,18.161,0.0475,0,0,0.981,667,9393.487,2164.503,1.158e-03,1.157e-03,-4.805e-06,1.173,7.038,7.944,16.048,15.667,15.676,0.0100,0.0154,0.0512,1466.889,12.814
18320,2019-12-30 18:39:39.606000,58847.77754,i,1247843748,0.0318,53.61598,-27.20622,15.410,0.0167,2488.794,38.195,0.0333,0,0,0.907,695,9392.032,2160.659,3.705e-03,3.712e-03,-1.605e-05,1.153,8.132,-0.109,15.876,15.454,15.474,0.0168,0.0249,0.0834,482.558,7.406
18906,2019-12-30 18:43:44.655000,58847.78038,q,1250444486,0.0603,53.61598,-27.20621,15.602,0.0072,2085.587,13.737,0.0196,0,0,0.982,831,9389.253,2172.755,6.770e-04,6.739e-04,-5.501e-06,1.136,7.458,-0.449,16.094,15.658,15.604,0.0071,0.0101,0.0309,1490.593,9.818
18321,2019-12-30 18:45:46.664000,58847.78179,i,1247847267,0.0302,53.61598,-27.20621,15.428,0.0126,2448.117,28.458,0.0121,0,0,0.980,922,9387.778,2169.311,1.915e-03,1.914e-03,-1.728e-05,1.161,7.612,0.147,15.899,15.470,15.400,0.0121,0.0172,0.0521,473.799,5.508
19646,2019-12-30 18:47:51.678000,58847.78324,u,1253714609,0.0523,53.61597,-27.20621,16.384,0.0355,1015.022,33.192,0.0690,0,0,0.760,416,9314.263,2099.190,2.141e-02,2.144e-02,4.067e-05,1.115,11.035,-0.128,16.853,16.411,16.343,0.0354,0.0519,0.1604,133.461,4.364
18907,2019-12-30 18:49:54.726000,58847.78466,q,1250448629,0.0422,53.61596,-27.20621,15.624,0.0058,2043.539,10.851,0.0198,0,0,0.982,1042,9313.219,2100.598,3.522e-04,3.533e-04,-4.380e-06,1.104,7.176,0.188,16.109,15.663,15.579,0.0053,0.0070,0.0201,1453.624,7.718
18322,2019-12-30 18:51:57.704000,58847.78608,i,1247851667,0.0805,53.61595,-27.20620,15.434,0.0114,2434.685,25.550,0.0110,0,0,0.979,1014,9312.308,2098.750,1.550e-03,1.563e-03,-2.133e-05,1.220,8.179,-0.068,15.906,15.476,15.398,0.0106,0.0145,0.0431,471.344,4.946
