1385.9532580022   -0.0090251430
1385.9546469061   -0.0094123348
1385.9560358096   -0.0103965267
1385.9574247130   -0.0114474758
1385.9588136165   -0.0126052364
1385.9602025199   -0.0138793453
1385.9615914234   -0.0150485500
1385.9629803268   -0.0161338314
1385.9643692303   -0.0179601177
1385.9657581337   -0.0177827343
1385.9671470376   -0.0185332760
1385.9685359411   -0.0179868206
1385.9699248445   -0.0182939037
1385.9713137480   -0.0172229275
1385.9727026514   -0.0168042644
1385.9740915549   -0.0147014126
1385.9754804583   -0.0134368404
1385.9768693618   -0.0125432476
1385.9782582652   -0.0113368496
1385.9796471687   -0.0099196896
1385.9810360721   -0.0085473522
1385.9824249756   -0.0073333248
1385.9838138790   -0.0065675243
1385.9852027825   -0.0055270657
1385.9865916859   -0.0048833355
1385.9879805894   -0.0045991405
1385.9893694928   -0.0037112698
1385.9907583963   -0.0041900143
1385.9921472997   -0.0046477779
1385.9935362032   -0.0049396023
1385.9949251066   -0.0065389141
1385.9963140096   -0.0064187511
1385.9977029131   -0.0073714718
1385.9990918165   -0.0087857708
1386.0004807200   -0.0101504787
1386.0018696234   -0.0107675060
1386.0032585269   -0.0116553768
1386.0046474303   -0.0126958355
1386.0060363338   -0.0127349361
1386.0074252372   -0.0130048260
1386.0088141402   -0.0124993786
1386.0102030436   -0.0122867092
1386.0115919471   -0.0117698177
1386.0129808505   -0.0113883480
1386.0143697540   -0.0106492504
1386.0157586574   -0.0090089306
1386.0171475604   -0.0085797771
1386.0185364639   -0.0076451763
1386.0199253673   -0.0067000851
1386.0213142708   -0.0055461391
1386.0227031738   -0.0048356518
1386.0240920772   -0.0035586819
1386.0254809807   -0.0025992855
1386.0268698841   -0.0019927486
1386.0282587876   -0.0010447964
1386.0296476905   -0.0012460216
1386.0310365940   -0.0011373028
1386.0324254974   -0.0013823971
1386.0338144004   -0.0013261303
1386.0352033039   -0.0021939739
1386.0365922073   -0.0028920635
1386.0379811108   -0.0051150783
1386.0393700138   -0.0054650768
1386.0407589172   -0.0061898693
1386.0421478207   -0.0066667065
1386.0435367236   -0.0080323681
1386.0449256271   -0.0075021252
1386.0463145305   -0.0078483089
1386.0477034335   -0.0085092052
1386.0490923370   -0.0081058010
1386.0504812400   -0.0074687466
1386.0518701434   -0.0079131588
1386.0532590469   -0.0070720180
1386.0546479498   -0.0067830547
1386.0560368533   -0.0063357815
1386.0574257563   -0.0050654873
1386.0588146597   -0.0037961468
1386.0602035632   -0.0037122234
1386.0615924662   -0.0020699963
1386.0629813696   -0.0001712307
1386.0643702726   -0.0001683697
1386.0657591760   0.0014757649
1386.0671480790   0.0013546482
1386.0685369825   0.0017990604
1386.0699258855   0.0013985172
1386.0713147889   0.0018448368
1386.0727036919   0.0012325779
1386.0740925953   0.0009731785
1386.0754814983   0.0008034245
1386.0768704018   -0.0001941189
1386.0782593048   -0.0009122356
1386.0796482082   -0.0010276302
1386.0810371112   -0.0010848507
1386.0824260146   -0.0021262630
1386.0838149176   -0.0022092327
1386.0852038211   -0.0017180904
1386.0865927241   -0.0019259914
1386.0879816275   -0.0022855267
1386.0893705305   -0.0025763973
1386.0907594335   -0.0017810329
1386.0921483369   -0.0029178127
1386.0935372399   -0.0021853908
1386.0949261434   -0.0014071926
1386.0963150463   -0.0017085537
1386.0977039493   -0.0012708172
1386.0990928528   0.0006508366
1386.1004817558   0.0017342106
1386.1018706587   0.0031733051
1386.1032595622   0.0038895145
1386.1046484652   0.0054478184
1386.1060373682   0.0056395069
1386.1074262716   0.0055775181
1386.1088151746   0.0048765675
1386.1102040776   0.0052046314
1386.1115929810   0.0051426426
1386.1129818840   0.0044502750
1386.1143707870   0.0035995976
1386.1157596904   0.0020823017
1386.1171485934   0.0012964741
1386.1185374964   0.0006937519
1386.1199263994   -0.0001550182
1386.1213153029   -0.0004611477
1386.1227042058   -0.0004258617
1386.1240931088   -0.0006738171
1386.1254820118   -0.0005126461
1386.1268709153   -0.0012374386
1386.1282598182   -0.0001302227
1386.1296487212   -0.0002446636
1386.1310376242   0.0001320377
1386.1324265272   0.0006241337
1386.1338154306   0.0014137760
1386.1352043336   0.0019707218
1386.1365932366   0.0025581852
1386.1379821396   0.0038704411
1386.1393710426   0.0052380100
1386.1407599456   0.0053152577
1386.1421488485   0.0066837803
1386.1435377520   0.0078577534
1386.1449266550   0.0081419483
1386.1463155580   0.0084957615
1386.1477044609   0.0081438557
1386.1490933639   0.0088047520
1386.1504822669   0.0075783268
1386.1518711699   0.0077480808
1386.1532600729   0.0082773701
1386.1546489759   0.0079330936
1386.1560378788   0.0085224644
1386.1574267818   0.0080341831
1386.1588156853   0.0083441273
1386.1602045883   0.0093845860
1386.1615934913   0.0099396244
1386.1629823942   0.0110125080
1386.1643712972   0.0121311680
1386.1657602002   0.0142349735
1386.1671491032   0.0160717503
1386.1685380062   0.0179094807
1386.1699269092   0.0201868549
1386.1713158121   0.0228571430
1386.1727047151   0.0250944630
1386.1740936181   0.0274815098
1386.1754825211   0.0308031574
1386.1768714241   0.0322575108
1386.1782603266   0.0361732975
1386.1796492296   0.0387138859
1386.1810381326   0.0413631931
1386.1824270355   0.0433620945
1386.1838159385   0.0459551350
1386.1852048415   0.0485443607
1386.1865937445   0.0506615177
1386.1879826475   0.0520357624
1386.1893715505   0.0537752644
1386.1907604534   0.0546679035
1386.1921493564   0.0560841099
1386.1935382590   0.0566811100
1386.1949271619   0.0582642094
1386.1963160649   0.0593256489
1386.1977049679   0.0601467625
1386.1990938709   0.0619959370
1386.2004827739   0.0638889805
1386.2018716764   0.0661968723
1386.2032605794   0.0696300999
1386.2046494824   0.0721430317
1386.2060383853   0.0748180882
1386.2074272883   0.0789608494
1386.2088161908   0.0821709171
1386.2102050938   0.0861820713
1386.2115939968   0.0906843678
1386.2129828998   0.0943436161
1386.2143718023   0.0980400578
1386.2157607053   0.1015629307
1386.2171496083   0.1047071949
1386.2185385113   0.1078171269
1386.2199274138   0.1100716129
1386.2213163168   0.1127562061
1386.2227052198   0.1149315373
1386.2240941227   0.1167358891
1386.2254830253   0.1178526417
1386.2268719282   0.1188473240
1386.2282608312   0.1209778324
1386.2296497337   0.1211132542
1386.2310386367   0.1231731907
1386.2324275397   0.1237606541
1386.2338164422   0.1250433460
1386.2352053452   0.1268991962
